320000 0 -9.90569457249071 0.0391952737896493 
320000 0 -9.91299156133829 0.0364115008347245 
320000 0 -9.92028855018587 0.0336277278797997 
320000 0 -9.92758553903346 0.0308439549248749 
320000 0 -9.93488252788104 0.02806018196995 
320000 0 -9.94217951672863 0.0252764090150247 
320000 0 -9.94947650557621 0.0224926360600999 
320000 0 -9.95677349442379 0.0197088631051751 
320000 0 -9.96407048327138 0.0169250901502503 
320000 0 -9.97136747211896 0.0141413171953255 
320000 0 -9.97866446096654 0.0113575442404007 
320000 0 -9.98596144981413 0.00857377128547585 
320000 0 -9.99325843866171 0.00578999833055104 
320000 0 -10.0005554275093 0.00300622537562571 
320000 0 -10.0078524163569 0.000222452420700903 
320000 0 -10.0151494052045 -0.00256132053422391 
320000 0 -10.022446394052 -0.00534509348914873 
320000 0 -10.0297433828996 -0.00812886644407354 
320000 0 -10.0370403717472 -0.0109126393989984 
320000 0 -10.0443373605948 -0.0136964123539232 
320000 0 -10.0516343494424 -0.016480185308848 
320000 0 -10.05893133829 -0.0192639582637733 
320000 0 -10.0662283271375 -0.0220477312186981 
320000 0 -10.0735253159851 -0.0248315041736229 
320000 0 -10.0808223048327 -0.0276152771285477 
320000 0 -10.0881192936803 -0.0303990500834726 
320000 0 -10.0954162825279 -0.0331828230383974 
320000 0 -10.1027132713755 -0.0359665959933222 
320000 0 -10.110010260223 -0.038750368948247 
320000 0 -10.1173072490706 -0.0415341419031718 
320000 0 -10.1246042379182 -0.0443179148580971 
320000 0 -10.1319012267658 -0.047101687813022 
320000 0 -10.1391982156134 -0.0498854607679468 
320000 0 -10.146495204461 -0.0526692337228716 
320000 0 -10.1491652883895 -0.0554530066777964 
320000 0 -10.1487507690387 -0.0582367796327212 
320000 0 -10.1483362496879 -0.061020552587646 
320000 0 -10.1479217303371 -0.0638043255425708 
320000 0 -10.1475072109863 -0.0665880984974961 
320000 0 -10.1470926916355 -0.0693718714524209 
320000 0 -10.1466781722846 -0.0721556444073458 
320000 0 -10.1462636529338 -0.0749394173622706 
320000 0 -10.145849133583 -0.0777231903171954 
320000 0 -10.1454346142322 -0.0805069632721202 
320000 0 -10.1450200948814 -0.083290736227045 
320000 0 -10.1446055755306 -0.0845650945945946 
320000 0 -10.1441910561798 -0.083575331081081 
320000 0 -10.143776536829 -0.0825855675675675 
320000 0 -10.1433620174782 -0.081595804054054 
320000 0 -10.1429474981273 -0.0806060405405405 
320000 0 -10.1425329787765 -0.079616277027027 
320000 0 -10.1421184594257 -0.0786265135135135 
320000 0 -10.1417039400749 -0.07763675 
320000 0 -10.1412894207241 -0.0766469864864865 
320000 0 -10.1408749013733 -0.075657222972973 
320000 0 -10.1404603820225 -0.0746674594594594 
320000 0 -10.1400458626717 -0.0736776959459459 
320000 0 -10.1396313433208 -0.0726879324324324 
320000 0 -10.13921682397 -0.0716981689189189 
320000 0 -10.1388023046192 -0.0707084054054054 
320000 0 -10.1383877852684 -0.0697186418918919 
320000 0 -10.1379732659176 -0.0687288783783784 
