3.345 0.610865 0.214151 0.442193 -42.8433 178.541992 75. 3.263923 
4.395 0.610865 0.229433 0.634396 -35.124935 186.812469 75. 3.061505 
5.446 0.610865 0.220015 0.815767 -22.652489 197.436783 75. 2.873145 
6.495 0.334624 0.206839 0.900272 -11.390822 204.850845 75. 2.700552 
7.545 -0.036331 0.165412 0.906855 -1.144174 210.170883 75. 2.515879 
8.595 -0.24662 0.122753 0.873438 8.947878 214.275116 75. 2.337694 
9.645 -0.278053 0.137073 0.844347 20.513832 217.744522 75. 2.184114 
10.695 -0.008951 0.135183 0.893943 39.520061 220.85112 75. 2.044611 
11.745 0.250291 0.097662 1.025284 57.488083 220.999222 75. 1.944188 
12.795 0.371183 0.124509 1.196362 75.116119 218.524017 75. 1.824235 
13.845 0.314194 0.13887 1.353887 91.556656 213.729523 75. 1.713755 
14.896 0.16336 0.10848 1.48978 107.391586 206.53775 75. 1.62161 
15.946 0.174122 0.08237 1.649415 125.296371 194.626938 75. 1.486881 
16.995 0.239237 0.097698 1.786748 138.012466 182.840424 75. 1.380289 
18.045 0.208661 0.102241 1.936019 149.464722 168.565216 75. 1.309022 
19.095 0.165215 0.080982 2.071313 157.929733 154.168716 75. 1.254011 
20.145 0.209508 0.077653 2.214345 164.925629 136.942307 75. 1.179173 
21.196 0.231309 0.088379 2.399625 169.671875 115.56459 75. 1.084492 
22.245 0.189963 0.078714 2.544743 170.643005 97.908028 75. 1.029701 
23.295 0.196465 0.067562 2.686398 168.990417 80.038246 75. 0.975672 
24.344 0.228662 0.072992 2.832931 164.942276 63.30986 75. 0.914576 
25.395 0.610865 -0.100249 4.964183 64.55069 135.830963 30. -2.513014 
26.446 0.610865 -0.071057 4.850639 69.641472 108.941772 30. -2.549267 
27.495 0.610865 -0.046764 4.924948 71.962784 102.161682 30. -2.462441 
28.545 0.610865 -0.034992 5.11713 70.331902 106.783684 30. -2.226994 
29.594 0.610865 -0.020931 5.354374 67.288391 117.684593 30. -1.945785 
30.645 0.451826 -0.013214 5.567039 64.832169 132.613495 30. -1.719205 
31.695 0.142881 -0.035366 5.754706 64.504288 153.080612 30. -1.544973 
32.746 0.066292 -0.065859 5.86647 66.679199 169.069855 30. -1.465351 
33.795 0.157663 -0.067192 5.989579 71.096664 185.019867 30. -1.392756 
34.845 0.251706 -0.0325 6.131579 77.352882 199.644608 30. -1.292166 
35.895 0.21128 -0.020031 0.000633 86.230827 214.41832 30. -1.168996 
36.945 0.142173 -0.036435 0.165921 99.73896 230.487442 30. -1.035084 
37.995 0.20635 -0.033615 0.306318 112.728661 241.744019 30. -0.970042 
39.044 0.232915 -0.01159 0.448361 126.47229 250.658249 30. -0.909537 
40.095 0.181289 -0.011962 0.590997 141.746796 257.813416 30. -0.830931 
41.144 0.167007 -0.02233 0.732053 158.356918 262.891205 30. -0.754246 
