2.995 9 360313.8125 4813652. 0. 31 
3.495 10 360453.8125 4813581. 75. 31 
3.995 11 360170.5 4813757.5 75. 31 
4.495 0 360327. 4813637. 75. 31 
4.995 1 360285. 4813595. 75. 31 
5.495 2 360334.5 4813695. 75. 31 
5.995 3 360295.09375 4813785. 75. 31 
6.495 4 360417.3125 4813734. 75. 31 
6.995 5 360422. 4813583.5 75. 31 
7.495 6 360165.8125 4813664.5 75. 31 
7.995 7 360559.40625 4813804.5 75. 31 
8.495 8 360462.40625 4813640. 30. 31 
8.995 9 360313.8125 4813652. 0. 31 
9.495 10 360453.8125 4813581. 75. 31 
9.994 11 360170.5 4813757.5 75. 31 
10.495 0 360327. 4813637. 75. 31 
10.994 1 360285. 4813595. 75. 31 
11.494 2 360334.5 4813695. 75. 31 
11.995 3 360295.09375 4813785. 75. 31 
12.495 4 360417.3125 4813734. 75. 31 
12.995 5 360422. 4813583.5 75. 31 
13.495 6 360165.8125 4813664.5 75. 31 
13.994 7 360559.40625 4813804.5 75. 31 
14.494 8 360462.40625 4813640. 30. 31 
14.994 9 360313.8125 4813652. 0. 31 
15.494 10 360453.8125 4813581. 75. 31 
15.995 11 360170.5 4813757.5 75. 31 
16.495 0 360327. 4813637. 75. 31 
16.995 1 360285. 4813595. 75. 31 
17.495 2 360334.5 4813695. 75. 31 
17.995 3 360295.09375 4813785. 75. 31 
18.495 4 360417.3125 4813734. 75. 31 
18.995 5 360422. 4813583.5 75. 31 
19.495 6 360165.8125 4813664.5 75. 31 
19.995 7 360559.40625 4813804.5 75. 31 
20.495 8 360462.40625 4813640. 30. 31 
20.995 9 360313.8125 4813652. 0. 31 
21.495 10 360453.8125 4813581. 75. 31 
21.995 11 360170.5 4813757.5 75. 31 
22.494 0 360327. 4813637. 75. 31 
22.995 1 360285. 4813595. 75. 31 
23.494 2 360334.5 4813695. 75. 31 
23.995 3 360295.09375 4813785. 75. 31 
24.495 4 360417.3125 4813734. 75. 31 
24.995 5 360422. 4813583.5 75. 31 
25.495 6 360165.8125 4813664.5 75. 31 
25.995 7 360559.40625 4813804.5 75. 31 
26.495 8 360462.40625 4813640. 30. 31 
26.995 9 360313.8125 4813652. 0. 31 
27.495 10 360470.375 4813740. 30. 31 
27.995 11 360170.5 4813757.5 75. 31 
28.495 0 360327. 4813637. 75. 31 
28.995 1 360285. 4813595. 75. 31 
29.495 2 360334.5 4813695. 75. 31 
29.994 3 360295.09375 4813785. 75. 31 
30.494 4 360417.3125 4813734. 75. 31 
30.995 5 360422. 4813583.5 75. 31 
31.495 6 360165.8125 4813664.5 75. 31 
31.995 7 360559.40625 4813804.5 75. 31 
32.495 8 360462.40625 4813640. 30. 31 
32.995 9 360313.8125 4813652. 0. 31 
33.495 10 360470.375 4813740. 30. 31 
33.995 11 360170.5 4813757.5 75. 31 
34.495 0 360327. 4813637. 75. 31 
34.995 1 360285. 4813595. 75. 31 
35.495 2 360334.5 4813695. 75. 31 
35.994 3 360295.09375 4813785. 75. 31 
36.495 4 360417.3125 4813734. 75. 31 
36.995 5 360422. 4813583.5 75. 31 
37.494 6 360165.8125 4813664.5 75. 31 
37.994 7 360559.40625 4813804.5 75. 31 
38.494 8 360462.40625 4813640. 30. 31 
38.995 9 360313.8125 4813652. 0. 31 
39.495 10 360470.375 4813740. 30. 31 
39.994 11 360170.5 4813757.5 75. 31 
40.495 0 360327. 4813637. 75. 31 
40.995 1 360285. 4813595. 75. 31 
41.494 2 360334.5 4813695. 75. 31 
41.995 3 360295.09375 4813785. 75. 31 
42.495 4 360417.3125 4813734. 75. 31 
42.994 5 360422. 4813583.5 75. 31 
43.495 6 360165.8125 4813664.5 75. 31 
43.995 7 360559.40625 4813804.5 75. 31 
44.495 8 360462.40625 4813640. 30. 31 
44.994 9 360313.8125 4813652. 0. 31 
45.494 10 360470.375 4813740. 30. 31 
45.995 11 360170.5 4813757.5 75. 31 
46.494 0 360327. 4813637. 75. 31 
46.995 1 360285. 4813595. 75. 31 
47.494 2 360334.5 4813695. 75. 31 
47.995 3 360295.09375 4813785. 75. 31 
48.495 4 360417.3125 4813734. 75. 31 
48.995 5 360422. 4813583.5 75. 31 
49.495 6 360165.8125 4813664.5 75. 31 
49.995 7 360559.40625 4813804.5 75. 31 
50.495 8 360462.40625 4813640. 30. 31 
50.995 9 360313.8125 4813652. 0. 31 
51.495 10 360470.375 4813740. 30. 31 
51.995 11 360170.5 4813757.5 75. 31 
52.494 0 360327. 4813637. 75. 31 
52.994 1 360285. 4813595. 75. 31 
53.495 2 360334.5 4813695. 75. 31 
53.995 3 360295.09375 4813785. 75. 31 
54.494 4 360417.3125 4813734. 75. 31 
54.995 5 360422. 4813583.5 75. 31 
55.495 6 360165.8125 4813664.5 75. 31 
55.995 7 360559.40625 4813804.5 75. 31 
56.495 8 360462.40625 4813640. 30. 31 
56.994 9 360313.8125 4813652. 0. 31 
57.494 10 360470.375 4813740. 30. 31 
57.995 11 360170.5 4813757.5 75. 31 
58.495 0 360327. 4813637. 75. 31 
58.994 1 360285. 4813595. 75. 31 
59.494 2 360334.5 4813695. 75. 31 
59.995 3 360295.09375 4813785. 75. 31 
60.495 4 360417.3125 4813734. 75. 31 
60.994 5 360422. 4813583.5 75. 31 
61.495 6 360165.8125 4813664.5 75. 31 
