2.678 4 0 -69.40625 106.5 0. 16159.477539 0 0 
2.928 4 0 -71.5625 109.5 0. 17111.441406 0 0 
3.180 4 0 -73.875 113. 0. 18226.515625 0 0 
3.196 4 0 -73.875 113. 0. 18226.515625 0 0 
3.428 4 0 -75.6875 116. 0. 19184.597656 0 0 
3.679 4 0 -77.3125 119. 0. 20138.222656 0 0 
3.929 4 0 -78.625 122.5 0. 21188.140625 0 0 
4.189 4 0 -79.875 126. 0. 22256.015625 0 0 
4.199 4 0 -79.875 126. 0. 22256.015625 0 0 
4.428 4 0 -80.53125 130. 0. 23385.28125 0 0 
4.681 4 0 -80.75 133.5 0. 24342.8125 0 0 
4.928 4 0 -80.5625 137. 0. 25259.316406 0 0 
5.181 4 0 -79.90625 141.5 0. 26407.257812 0 0 
5.199 4 0 -79.90625 141.5 0. 26407.257812 0 0 
5.429 4 0 -78.90625 144.5 0. 27106.445312 0 0 
5.679 4 0 -77.5625 148. 0. 27919.941406 0 0 
5.929 4 0 -75.875 151. 0. 28558.015625 0 0 
6.180 4 0 -73.4375 154.5 0. 29263.316406 0 0 
6.195 4 0 -71.09375 157.5 0. 29263.316406 0 0 
6.428 4 0 -71.09375 157.5 0. 29860.570312 0 0 
6.680 4 0 -68.4375 159.5 0. 30123.941406 0 0 
6.929 4 0 -65.5625 161.5 0. 30380.691406 0 0 
7.178 4 0 -62. 163.5 0. 30576.25 0 0 
7.198 4 0 -58.875 165. 0. 30576.25 0 0 
7.429 4 0 -58.875 165. 0. 30691.265625 0 0 
7.678 4 0 -55.625 166.5 0. 30816.390625 0 0 
7.928 4 0 -52.3125 167.5 0. 30792.847656 0 0 
8.179 4 0 -48.4375 168.5 0. 30738.441406 0 0 
8.196 4 0 -48.4375 168.5 0. 30738.441406 0 0 
8.428 4 0 -45.09375 169. 0. 30594.445312 0 0 
8.679 4 0 -41.6875 170. 0. 30637.847656 0 0 
8.929 4 0 -38.3125 170.5 0. 30538.097656 0 0 
9.179 4 0 -34.375 171.5 0. 30593.890625 0 0 
9.196 4 0 -34.375 171.5 0. 30593.890625 0 0 
9.428 4 0 -30.96875 172. 0. 30543.0625 0 0 
9.679 4 0 -27.5625 173. 0. 30688.691406 0 0 
9.929 4 0 -24.1875 174. 0. 30861.035156 0 0 
10.178 4 0 -20.3125 175.5 0. 31212.847656 0 0 
10.196 4 0 -17. 176.5 0. 31212.847656 0 0 
10.429 4 0 -17. 176.5 0. 31441.25 0 0 
10.680 4 0 -13.8125 178. 0. 31874.785156 0 0 
10.929 4 0 -10.625 179.5 0. 32333.140625 0 0 
11.179 4 0 -7. 181.5 0. 32991.25 0 0 
11.196 4 0 -7. 181.5 0. 32991.25 0 0 
11.428 4 0 -4. 183.5 0. 33688.25 0 0 
11.680 4 0 -1. 185.5 0. 34411.25 0 0 
11.929 4 0 2. 187.5 0. 35160.25 0 0 
12.178 4 0 5.4375 189.5 0. 35939.816406 0 0 
12.196 4 0 5.4375 189.5 0. 35939.816406 0 0 
12.429 4 0 8.40625 191.5 0. 36742.914062 0 0 
12.680 4 0 11.4375 193.5 0. 37573.066406 0 0 
12.929 4 0 14.46875 194.5 0. 38039.59375 0 0 
13.178 4 0 18.1875 196.5 0. 38943.035156 0 0 
13.195 4 0 18.1875 196.5 0. 38943.035156 0 0 
13.429 4 0 21.375 197.5 0. 39463.140625 0 0 
13.678 4 0 24.71875 199. 0. 40212.015625 0 0 
13.929 4 0 28.125 200. 0. 40791.015625 0 0 
14.179 4 0 32.15625 200.5 0. 41234.273438 0 0 
14.196 4 0 32.15625 200.5 0. 41234.273438 0 0 
14.428 4 0 35.625 201. 0. 41670.140625 0 0 
14.678 4 0 39.1875 201. 0. 41936.660156 0 0 
14.930 4 0 42.6875 201. 0. 42223.222656 0 0 
15.178 4 0 46.75 201. 0. 42586.5625 0 0 
15.196 4 0 50.1875 200.5 0. 42586.5625 0 0 
15.429 4 0 50.1875 200.5 0. 42719.035156 0 0 
15.678 4 0 53.625 200. 0. 42875.640625 0 0 
15.929 4 0 57.09375 200. 0. 43259.695312 0 0 
16.179 4 0 61.09375 199.5 0. 43532.695312 0 0 
16.196 4 0 61.09375 199.5 0. 43532.695312 0 0 
16.428 4 0 64.4375 198.5 0. 43554.441406 0 0 
16.679 4 0 67.8125 198.5 0. 44000.785156 0 0 
16.929 4 0 71.1875 197.5 0. 44073.910156 0 0 
17.179 4 0 75.125 197. 0. 44452.765625 0 0 
17.196 4 0 75.125 197. 0. 44452.765625 0 0 
17.429 4 0 78.46875 196. 0. 44573.34375 0 0 
17.679 4 0 81.8125 195. 0. 44718.285156 0 0 
17.928 4 0 85.5625 193. 0. 44569.941406 0 0 
18.179 4 0 88.8125 192. 0. 44751.660156 0 0 
18.195 4 0 91.90625 190.5 0. 44751.660156 0 0 
18.429 4 0 91.90625 190.5 0. 44737.007812 0 0 
18.679 4 0 95. 189. 0. 44746. 0 0 
18.928 4 0 97.90625 187. 0. 44554.632812 0 0 
19.179 4 0 101.375 184.5 0. 44317.140625 0 0 
19.196 4 0 101.375 184.5 0. 44317.140625 0 0 
19.429 4 0 104.1875 182.5 0. 44161.285156 0 0 
19.678 4 0 107. 180.5 0. 44029.25 0 0 
19.929 4 0 110.1875 178. 0. 43825.285156 0 0 
20.178 4 0 112.90625 176. 0. 43723.820312 0 0 
20.196 4 0 112.90625 176. 0. 43723.820312 0 0 
20.429 4 0 115.5625 174. 0. 43630.691406 0 0 
20.678 4 0 118.125 171.5 0. 43365.765625 0 0 
20.929 4 0 120.625 169. 0. 43111.390625 0 0 
21.178 4 0 123.4375 166. 0. 42792.816406 0 0 
21.196 4 0 123.4375 166. 0. 42792.816406 0 0 
21.429 4 0 125.71875 163.5 0. 42537.453125 0 0 
21.679 4 0 127.90625 161. 0. 42281.007812 0 0 
21.928 4 0 129.90625 157.5 0. 41681.882812 0 0 
22.180 4 0 132.1875 154.5 0. 41343.785156 0 0 
22.197 4 0 132.1875 154.5 0. 41343.785156 0 0 
22.430 4 0 133.96875 152. 0. 41051.625 0 0 
22.680 4 0 135.625 149. 0. 40595.140625 0 0 
22.928 4 0 137.1875 146. 0. 40136.410156 0 0 
23.179 4 0 138.90625 141.5 0. 39317.195312 0 0 
23.198 4 0 138.90625 141.5 0. 39317.195312 0 0 
23.429 4 0 140.3125 138.5 0. 38869.847656 0 0 
23.679 4 0 141.625 135.5 0. 38417.890625 0 0 
23.929 4 0 142.84375 132. 0. 37828.335938 0 0 
24.179 4 0 144.15625 128.5 0. 37293.273438 0 0 
24.197 4 0 144.15625 128.5 0. 37293.273438 0 0 
24.429 4 0 145.1875 125.5 0. 36829.660156 0 0 
24.678 4 0 146.09375 122. 0. 36227.382812 0 0 
24.902 13 0 146.8125 118.5 0. 36227.382812 0 0 
24.902 13 0 146.8125 118.5 0. 36227.382812 0 0 
24.929 13 1 146.8125 118.5 0. 35596.160156 0 0 
25.178 13 1 147.46875 114.5 0. 34857.28125 0 0 
25.195 13 1 147.46875 114.5 0. 34857.28125 0 0 
25.429 13 1 147.96875 111.5 0. 34327. 0 0 
25.678 13 1 148.3125 108. 0. 33660.597656 0 0 
25.928 13 1 148.53125 104. 0. 32877.53125 0 0 
26.179 13 1 148.53125 101. 0. 32262.53125 0 0 
26.196 13 1 148.53125 101. 0. 32262.53125 0 0 
26.428 13 1 148.28125 98. 0. 31591.328125 0 0 
26.679 13 1 147.84375 95.5 0. 30978.023438 0 0 
26.929 13 1 147.125 92.5 0. 30202.015625 0 0 
27.178 13 1 145.90625 89.5 0. 29298.882812 0 0 
27.195 13 1 145.90625 89.5 0. 29298.882812 0 0 
27.428 13 1 144.53125 86.5 0. 28371.53125 0 0 
27.680 13 1 142.8125 84.5 0. 27535.660156 0 0 
27.928 13 1 140.3125 82. 0. 26411.597656 0 0 
28.178 13 1 137.875 80. 0. 25409.515625 0 0 
28.195 13 1 135.1875 79. 0. 25409.515625 0 0 
28.429 13 1 135.1875 79. 0. 24516.660156 0 0 
28.678 13 1 132.3125 78. 0. 23590.597656 0 0 
28.928 13 1 129.25 76.5 0. 22557.8125 0 0 
29.179 13 1 125.5625 76.5 0. 21618.191406 0 0 
29.196 13 1 125.5625 76.5 0. 21618.191406 0 0 
29.429 13 1 122.375 76.5 0. 20827.890625 0 0 
29.679 13 1 119.15625 77. 0. 20127.210938 0 0 
29.929 13 1 116.03125 77.5 0. 19469.5 0 0 
30.178 13 1 112.53125 79.5 0. 18983.53125 0 0 
30.195 13 1 109.75 81. 0. 18983.53125 0 0 
30.429 13 1 109.75 81. 0. 18606.0625 0 0 
30.679 13 1 107.125 83. 0. 18364.765625 0 0 
30.928 13 1 104.8125 85.5 0. 18295.910156 0 0 
31.179 13 1 102.375 88. 0. 18224.640625 0 0 
31.195 13 1 102.375 88. 0. 18224.640625 0 0 
31.429 13 1 100.5625 91. 0. 18393.816406 0 0 
31.678 13 1 99. 94. 0. 18637. 0 0 
31.929 13 1 97.625 97. 0. 18939.640625 0 0 
32.178 13 1 96.3125 100.5 0. 19376.347656 0 0 
32.195 13 1 96.3125 100.5 0. 19376.347656 0 0 
32.429 13 1 95.25 103.5 0. 19784.8125 0 0 
32.681 13 1 94.375 106.5 0. 20248.890625 0 0 
32.930 13 1 93.46875 109.5 0. 20726.65625 0 0 
33.178 13 1 92.53125 113. 0. 21331.03125 0 0 
33.197 13 1 92.53125 113. 0. 21331.03125 0 0 
33.428 13 1 91.71875 116. 0. 21868.328125 0 0 
33.678 13 1 90.90625 119.5 0. 22544.195312 0 0 
33.929 13 1 90. 123. 0. 23229. 0 0 
34.180 13 1 89.1875 126. 0. 23830.410156 0 0 
34.196 13 1 89.1875 126. 0. 23830.410156 0 0 
34.429 13 1 88.40625 129. 0. 24456.664062 0 0 
34.678 13 1 87.6875 132. 0. 25113.097656 0 0 
34.929 13 1 87.09375 135.5 0. 25945.570312 0 0 
35.178 13 1 86.5625 139.5 0. 26953.316406 0 0 
35.196 13 1 86.28125 143. 0. 26953.316406 0 0 
