7.883 1 42 0.8 4.2 11.5 
17.883 1 42 1. 2.3 13.1 
27.883 1 42 0.6 0.9 14.1 
37.883 1 42 0.9 0.4 13.7 
47.883 1 42 0.6 0.3 13.5 
57.883 1 42 0.5 0.4 13.5 
67.883 1 42 0.1 -0.2 13.9 
77.883 1 42 0.3 -0.2 13.7 
87.884 1 42 0.4 -0.2 13.7 
97.884 1 42 0.4 -0.2 13.7 
107.884 1 42 0.4 -0.2 13.7 
117.884 1 42 0.4 -0.2 13.7 
127.884 1 42 0.4 -0.2 13.7 
137.884 1 42 0.4 -0.2 13.7 
147.884 1 42 0.4 -0.2 13.7 
157.885 1 42 0.4 -0.2 13.7 
167.885 1 42 0.4 -0.2 13.7 
177.885 1 42 0.4 -0.2 13.7 
187.885 1 42 0.4 -0.2 13.7 
197.886 1 42 0.4 -0.2 13.7 
207.886 1 42 0.4 -0.2 13.7 
217.886 1 42 0.4 -0.2 13.7 
227.886 1 42 0.4 -0.2 13.7 
237.886 1 42 0.4 -0.2 13.7 
247.886 1 42 0.4 -0.2 13.7 
257.886 1 42 0.4 -0.2 13.7 
267.886 1 42 0.4 -0.2 13.7 
277.886 1 42 0.4 -0.2 13.7 
287.886 1 42 0.4 -0.2 13.7 
297.887 1 42 0.4 -0.2 13.7 
307.887 1 42 0.4 -0.2 13.7 
317.887 1 42 0.4 -0.2 13.7 
327.887 1 42 0.4 -0.2 13.7 
337.887 1 42 0.4 -0.2 13.7 
347.887 1 42 0.4 -0.2 13.7 
357.887 1 42 0.4 -0.2 13.7 
367.887 1 42 0.4 -0.2 13.7 
377.888 1 42 0.4 -0.2 13.7 
387.888 1 42 0.4 -0.2 13.7 
397.888 1 42 0.4 -0.2 13.7 
407.888 1 42 0.4 -0.2 13.7 
417.888 1 42 0.4 -0.2 13.7 
427.888 1 42 0.4 -0.2 13.7 
437.888 1 42 0.4 -0.2 13.7 
447.888 1 42 0.4 -0.2 13.7 
457.888 1 42 0.4 -0.2 13.7 
467.888 1 42 0.4 -0.2 13.7 
477.888 1 42 0.4 -0.2 13.7 
487.889 1 42 0.4 -0.2 13.7 
497.889 1 42 0.4 -0.2 13.7 
507.889 1 42 0.4 -0.2 13.7 
517.889 1 42 0.4 -0.2 13.7 
527.889 1 42 0.4 -0.2 13.7 
537.889 1 42 0.4 -0.2 13.7 
547.889 1 42 0.4 -0.2 13.7 
557.889 1 42 0.4 -0.2 13.7 
567.889 1 42 0.4 -0.2 13.7 
577.889 1 42 0.4 -0.2 13.7 
587.891 1 42 0.4 -0.2 13.7 
597.890 1 42 0.4 -0.2 13.7 
607.890 1 42 0.4 -0.2 13.7 
617.890 1 42 0.4 -0.2 13.7 
627.890 1 42 0.4 -0.2 13.7 
637.891 1 42 0.4 -0.2 13.7 
647.899 1 42 0.4 -0.2 13.7 
657.893 1 42 0.4 -0.2 13.7 
667.893 1 42 0.4 -0.2 13.7 
677.893 1 42 0.4 -0.2 13.7 
687.893 1 42 0.4 -0.2 13.7 
697.893 1 42 0.4 -0.2 13.7 
707.894 1 42 0.4 -0.2 13.7 
717.894 1 42 0.4 -0.2 13.7 
727.894 1 42 0.4 -0.2 13.7 
737.895 1 42 0.4 -0.2 13.7 
