3.196 0 413 379 
8.295 0 411 496 
13.395 0 419 616 
18.496 0 422 734 
23.595 0 418 854 
28.695 0 426 972 
33.795 0 422 1094 
38.895 0 400 1207 
43.995 0 433 1331 
49.095 0 408 1446 
54.196 0 427 1566 
59.295 0 419 1686 
64.394 0 408 1801 
69.495 0 431 1924 
74.595 0 403 2036 
79.696 0 430 2158 
84.795 0 410 2272 
89.895 0 422 2392 
94.995 0 427 2511 
100.095 0 418 2629 
105.195 0 427 2748 
110.299 0 410 2864 
115.394 0 423 2984 
120.495 0 421 3101 
125.595 0 418 3219 
130.696 0 421 3336 
135.795 0 422 3456 
140.895 0 409 3570 
145.995 0 53114 3692 
151.095 0 411 3807 
156.195 0 433 3928 
161.295 0 413 4044 
166.395 0 415 4161 
171.495 0 430 4282 
176.595 0 411 4397 
181.696 0 422 4516 
186.795 0 419 4635 
191.895 0 415 4752 
196.995 0 428 4871 
202.095 0 416 4989 
207.196 0 424 5106 
212.295 0 421 5226 
217.394 0 412 5342 
222.495 0 435 5465 
227.595 0 413 5581 
232.696 0 422 5699 
237.795 0 421 5818 
242.895 0 413 5934 
247.995 0 429 6055 
253.095 0 406 6169 
258.196 0 433 6291 
263.295 0 412 6406 
268.395 0 419 6525 
273.495 0 423 6643 
278.595 0 419 6761 
283.695 0 423 6879 
288.795 0 410 6996 
293.895 0 415 7113 
298.995 0 431 7234 
304.095 0 53100 7350 
309.196 0 428 7469 
314.294 0 416 7587 
319.394 0 415 7703 
324.495 0 428 7825 
329.595 0 406 7938 
334.695 0 429 8059 
339.794 0 418 8176 
344.896 0 417 8294 
349.995 0 429 8414 
355.095 0 415 8531 
360.195 0 422 8649 
365.295 0 417 8767 
370.395 0 414 8884 
375.495 0 427 9003 
380.595 0 420 9122 
385.697 0 417 9237 
390.795 0 423 9358 
395.896 0 406 9472 
400.995 0 431 9594 
406.094 0 412 9709 
411.197 0 432 9830 
416.295 0 412 9946 
421.395 0 420 10064 
426.496 0 426 10184 
431.595 0 406 10298 
436.695 0 429 10419 
441.795 0 415 10535 
446.895 0 419 10654 
451.995 0 426 10773 
457.095 0 53104 10891 
462.196 0 427 11009 
467.295 0 416 11128 
472.395 0 413 11244 
477.495 0 434 11366 
482.594 0 413 11482 
487.696 0 425 11601 
492.796 0 421 11721 
497.896 0 406 11834 
502.995 0 433 11958 
508.095 0 407 12071 
513.196 0 433 12193 
518.299 0 410 12307 
523.396 0 425 12428 
528.495 0 423 12546 
533.595 0 415 12663 
538.696 0 416 12780 
543.796 0 419 12898 
548.895 0 419 13017 
553.995 0 419 13133 
559.094 0 423 13254 
564.196 0 423 13370 
569.295 0 422 13491 
574.395 0 404 13604 
579.495 0 434 13727 
584.594 0 410 13841 
589.695 0 426 13960 
594.794 0 416 14078 
599.896 0 415 14194 
604.995 0 437 14318 
610.095 0 401 14430 
615.196 0 53122 14553 
620.295 0 410 14667 
625.395 0 422 14787 
630.495 0 423 14905 
635.594 0 418 15023 
640.695 0 420 15140 
645.795 0 418 15259 
650.903 0 411 15375 
655.995 0 429 15495 
661.095 0 416 15612 
666.196 0 426 15730 
671.295 0 422 15850 
676.395 0 409 15964 
681.495 0 429 16087 
686.595 0 408 16200 
691.696 0 432 16322 
696.796 0 410 16437 
701.896 0 419 16556 
706.996 0 426 16675 
712.095 0 415 16792 
717.196 0 426 16912 
722.295 0 410 17027 
727.395 0 429 17149 
732.498 0 424 17266 
737.595 0 422 17387 
742.695 0 415 17501 
747.795 0 429 17624 
