2.895 30.586672 4.255372 
3.395 32.277485 4.01122 
3.895 33.603024 3.634259 
4.395 34.704151 3.238846 
4.895 35.669617 2.879169 
5.395 36.691406 2.650324 
5.895 37.782497 2.522706 
6.395 38.992645 2.494922 
6.895 40.209614 2.47805 
7.395 41.454948 2.481072 
7.895 42.654438 2.457955 
8.395 43.830742 2.428006 
8.895 44.9021 2.348411 
9.395 45.878479 2.238137 
9.895 46.702797 2.074676 
10.395 47.417816 1.896368 
10.895 48.049076 1.721927 
11.395 48.719849 1.617996 
11.895 49.45293 1.5771 
12.395 50.271473 1.593713 
12.895 51.069046 1.593526 
13.395 51.815151 1.564582 
13.895 52.462387 1.489455 
14.395 53.073544 1.415802 
14.895 53.695621 1.369215 
15.394 54.414291 1.388598 
15.895 55.174923 1.425184 
16.395 55.937531 1.451818 
16.894 56.596142 1.413462 
17.395 57.131256 1.317628 
17.895 57.546368 1.183032 
18.394 57.905037 1.05495 
18.894 58.279858 0.971699 
19.395 58.745235 0.961229 
19.895 59.277691 0.990603 
20.395 59.822697 1.017576 
20.895 60.315769 1.00817 
21.395 60.743057 0.965069 
21.895 61.099018 0.894989 
22.394 61.44051 0.836711 
22.895 61.793842 0.801307 
23.394 62.193497 0.800992 
23.895 62.600899 0.804719 
24.395 62.999561 0.802214 
24.895 63.347576 0.77245 
25.395 63.654354 0.728316 
25.895 63.913647 0.669963 
26.395 63.990219 0.524911 
26.895 63.687725 0.209713 
27.395 62.832546 -0.323118 
27.895 61.449673 -1.000068 
28.394 59.693256 -1.692417 
28.895 57.809288 -2.262415 
29.394 55.943802 -2.663602 
29.894 54.307838 -2.827607 
30.395 52.922733 -2.808491 
30.895 51.825905 -2.636762 
31.395 50.951847 -2.390172 
31.895 50.294552 -2.092846 
32.394 49.767864 -1.8062 
32.895 49.316597 -1.557766 
33.395 48.833004 -1.396061 
33.895 48.268562 -1.324415 
34.394 47.597397 -1.330348 
34.895 46.842407 -1.380447 
35.395 46.00386 -1.462042 
35.895 45.167831 -1.51976 
36.395 44.411861 -1.516201 
36.895 43.801117 -1.433594 
37.394 43.319946 -1.302803 
37.895 42.933895 -1.156475 
38.395 42.549019 -1.050452 
38.895 42.127159 -0.994323 
39.395 41.620575 -1.000077 
39.895 41.079086 -1.022993 
40.395 40.533024 -1.041427 
40.894 40.056606 -1.016186 
41.394 39.651653 -0.958649 
41.895 39.311127 -0.881971 
42.395 38.977242 -0.823147 
42.895 38.621571 -0.793128 
43.395 38.2342 -0.788279 
43.895 37.838406 -0.789144 
44.395 37.449333 -0.78568 
44.894 37.10928 -0.756097 
45.394 36.811192 -0.711657 
45.895 36.549454 -0.659743 
46.394 36.285854 -0.623371 
46.895 36.013138 -0.60214 
47.394 35.712978 -0.601724 
47.896 35.413326 -0.600948 
48.395 35.123989 -0.594455 
48.895 34.869289 -0.570833 
49.395 34.650661 -0.533792 
49.895 34.452179 -0.496268 
50.395 34.254459 -0.468632 
50.895 34.048321 -0.453296 
51.395 33.823151 -0.452512 
51.895 33.597538 -0.45222 
52.395 33.387932 -0.442875 
52.895 33.206051 -0.420861 
53.394 33.041817 -0.395278 
53.895 32.891693 -0.36909 
54.394 32.740063 -0.351007 
54.895 32.583797 -0.340564 
55.395 32.404106 -0.345901 
55.895 32.210968 -0.357067 
56.395 32.015766 -0.365986 
56.894 31.856831 -0.352233 
57.394 31.750259 -0.313441 
57.895 31.68877 -0.260814 
58.394 31.636292 -0.218117 
58.895 31.559118 -0.201045 
59.395 31.430204 -0.217115 
59.895 31.265795 -0.248044 
60.395 31.089495 -0.276563 
60.894 30.945644 -0.279112 
61.394 30.85078 -0.254013 
61.894 30.796549 -0.213744 
62.395 30.751907 -0.179619 
62.895 30.691076 -0.163994 
63.394 30.59639 -0.171247 
63.895 30.48472 -0.185617 
64.394 30.375681 -0.194308 
64.894 30.292782 -0.186146 
65.395 30.235535 -0.166228 
65.895 30.191889 -0.14452 
66.394 30.140398 -0.133249 
66.895 30.073769 -0.133431 
67.395 29.991045 -0.142282 
67.895 29.911661 -0.146662 
68.395 29.829357 -0.152073 
68.894 29.603849 -0.236856 
69.394 28.993828 -0.511422 
69.894 27.927528 -0.961648 
70.394 26.343603 -1.571565 
70.894 24.439096 -2.188451 
71.395 22.301899 -2.761631 
71.895 20.182331 -3.166336 
72.395 18.125168 -3.424568 
