2.795 0.277638 -0.607617 0.172193 
3.295 0.407638 -0.48324 0.161421 
3.795 0.527638 -0.321859 0.17745 
4.295 0.610865 -0.113844 0.206172 
4.794 0.610865 0.141838 0.237158 
5.295 0.610865 0.343528 0.248393 
5.795 0.610865 0.58385 0.245382 
6.295 0.598633 0.825017 0.231271 
6.795 0.496947 1.022374 0.215146 
7.295 0.376947 1.171645 0.19736 
7.794 0.246947 1.28335 0.176405 
8.295 0.126947 1.343398 0.156153 
8.795 -0.013053 1.363228 0.132376 
9.295 -0.123053 1.341374 0.115897 
9.794 -0.260817 1.265611 0.108422 
10.295 -0.315379 1.174972 0.11587 
10.795 -0.233623 1.073949 0.132292 
11.295 -0.103623 1.016753 0.141543 
11.795 0.016377 1.004354 0.135534 
12.295 0.136377 1.030737 0.119214 
12.795 0.266377 1.10429 0.105656 
13.295 0.378912 1.214982 0.105338 
13.795 0.428514 1.368615 0.118056 
14.296 0.367809 1.505837 0.13359 
14.795 0.2392 1.613505 0.141858 
15.294 0.125642 1.671146 0.134803 
15.794 0.064113 1.703326 0.111617 
16.295 0.0934 1.725829 0.090449 
16.795 0.189225 1.776915 0.073058 
17.295 0.27545 1.856652 0.070977 
17.795 0.306958 1.965082 0.082627 
18.295 0.266778 2.061569 0.097969 
18.795 0.184741 2.141195 0.108077 
19.295 0.127127 2.190421 0.105725 
19.795 0.122533 2.232866 0.092928 
20.295 0.174249 2.285547 0.078075 
20.795 0.238948 2.355449 0.070077 
21.295 0.276416 2.443519 0.070913 
21.795 0.261817 2.550399 0.079478 
22.295 0.217834 2.623173 0.086141 
22.795 0.167698 2.690861 0.087898 
23.295 0.150227 2.74216 0.082606 
23.795 0.172134 2.799207 0.07321 
24.295 0.214518 2.863974 0.066238 
24.795 0.253693 2.957043 0.064386 
25.295 0.216029 3.032591 0.067414 
25.795 0.281254 3.120284 0.031976 
26.295 0.401254 3.255202 -0.029131 
26.795 0.531254 3.471435 -0.083828 
27.295 0.610865 3.75605 -0.109719 
27.795 0.610865 4.025045 -0.107677 
28.295 0.610865 4.28555 -0.088422 
28.795 0.610865 4.559363 -0.059309 
29.294 0.610865 -1.47655 -0.03387 
29.795 0.610865 -1.211977 -0.014063 
30.295 0.609152 -0.949087 -0.003783 
30.795 0.553368 -0.71894 -0.001116 
31.295 0.435058 -0.533789 -0.004308 
31.795 0.305058 -0.389409 -0.014607 
32.295 0.185058 -0.303544 -0.028765 
32.795 0.051067 -0.257542 -0.047998 
33.295 -0.009562 -0.253457 -0.064229 
33.794 0.019565 -0.253865 -0.076325 
34.295 0.124633 -0.228602 -0.080388 
34.795 0.248548 -0.155572 -0.072222 
35.295 0.320718 -0.052506 -0.05424 
35.795 0.316115 0.071598 -0.030308 
36.295 0.241903 0.168928 -0.01273 
36.795 0.134548 0.242291 -0.006261 
37.295 0.085973 0.275208 -0.012566 
37.795 0.096855 0.30723 -0.026942 
38.295 0.16079 0.351906 -0.038635 
38.795 0.249574 0.437573 -0.042226 
39.295 0.285254 0.525183 -0.035476 
39.794 0.26821 0.64 -0.019928 
40.295 0.208954 0.722291 -0.00771 
40.794 0.148552 0.782108 -0.002401 
41.295 0.121648 0.826754 -0.005094 
41.794 0.143582 0.878476 -0.013692 
42.295 0.185893 0.930946 -0.019298 
42.795 0.234617 1.011168 -0.020249 
43.295 0.25419 1.096956 -0.015049 
43.795 0.23919 1.190472 -0.005866 
44.295 0.197019 1.271253 0.001584 
44.795 0.160918 1.331496 0.003782 
45.294 0.146572 1.383121 0.001428 
45.795 0.159812 1.439213 -0.003584 
46.295 0.19228 1.499709 -0.006925 
46.795 0.228024 1.585058 -0.006297 
47.295 0.239868 1.659526 -0.002171 
47.795 0.22465 1.753408 0.004951 
48.295 0.197144 1.819126 0.00932 
48.795 0.168858 1.885672 0.010795 
49.295 0.163461 1.941601 0.008661 
49.795 0.177883 2.004284 0.004908 
50.295 0.204067 2.069862 0.002857 
50.795 0.223008 2.149867 0.003983 
51.295 0.225409 2.227042 0.007571 
51.795 0.211 2.307976 0.012035 
52.295 0.193328 2.376431 0.014705 
52.795 0.180263 2.44474 0.014967 
53.295 0.179419 2.510758 0.013242 
53.795 0.133959 2.563114 0.010997 
54.295 0.144905 2.60862 0.007939 
54.795 0.215724 2.679979 0.006063 
55.295 0.273175 2.758018 0.008658 
55.795 0.297292 2.875275 0.017314 
56.295 0.267215 2.964551 0.02536 
56.795 0.198611 3.049799 0.030748 
57.294 0.140102 3.105524 0.029076 
57.795 0.121089 3.151227 0.020887 
58.295 0.153255 3.19718 0.01191 
58.795 0.210404 3.264875 0.006648 
59.294 0.253084 3.345392 0.008575 
59.795 0.259501 3.441803 0.016619 
60.295 0.225995 3.52465 0.025202 
60.795 0.175319 3.597186 0.030406 
61.295 0.150999 3.655403 0.028721 
61.795 0.160066 3.707137 0.023002 
62.295 0.194384 3.767287 0.017296 
62.794 0.233384 3.847143 0.015148 
63.295 0.244319 3.92958 0.01796 
63.795 0.223437 4.016147 0.02371 
64.295 0.191303 4.085915 0.027844 
64.795 0.168171 4.150408 0.028366 
65.294 0.169942 4.211411 0.025251 
