7.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
12.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
17.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
22.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
27.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
32.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
37.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
42.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
47.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
52.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
57.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
62.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
67.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
72.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
77.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
82.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
87.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
92.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
97.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
102.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
107.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
112.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
117.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
122.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
127.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
132.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
137.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
142.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
147.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
152.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
157.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
162.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
167.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
172.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
177.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
182.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
187.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
192.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
197.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
202.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
207.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
212.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
217.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
222.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
227.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
232.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
237.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
242.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
247.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
252.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
257.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
262.498 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
267.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
272.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
277.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
282.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
287.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
292.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
297.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
302.499 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
307.494 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
312.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
317.494 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
322.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
327.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
332.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
337.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
342.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
347.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
352.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
357.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
362.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
367.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
372.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
377.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
382.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
387.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
392.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
397.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
402.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
407.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
412.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
417.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
422.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
427.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
432.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
437.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
442.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
447.498 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
452.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
457.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
462.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
467.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
472.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
477.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
482.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
487.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
492.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
497.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
502.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
507.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
512.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
517.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
522.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
527.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
532.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
537.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
542.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
547.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
552.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
557.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
562.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
567.494 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
572.494 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
577.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
582.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
587.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
592.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
597.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
602.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
607.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
612.497 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
617.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
622.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
627.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
632.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
637.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
642.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
647.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
652.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
657.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
662.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
667.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
672.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
677.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
682.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
687.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
692.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
697.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
702.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
707.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
712.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
717.496 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
722.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
727.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
732.498 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
737.504 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
742.494 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
747.495 221 144 25 55 241 177 232 147 147 98 248 129 57 109 49 103 
