68.395 177.399994 45.099998 28.799999 57. 
69.595 177.399994 45.099998 28.799999 57. 
70.795 177.399994 45.099998 28.799999 57. 
71.995 177.399994 45.099998 28.799999 57. 
73.196 177.399994 45.099998 28.799999 57. 
74.395 177.399994 45.099998 28.799999 57. 
75.594 177.399994 45.099998 28.799999 57. 
76.795 177.399994 45.099998 28.799999 57. 
77.995 177.399994 45.099998 28.799999 57. 
79.196 177.399994 45.099998 28.799999 57. 
80.395 177.399994 45.099998 28.799999 57. 
81.594 177.399994 45.099998 28.799999 57. 
82.795 177.399994 45.099998 28.799999 57. 
83.994 177.399994 45.099998 28.799999 57. 
85.195 177.399994 45.099998 28.799999 57. 
86.395 177.399994 45.099998 28.799999 57. 
87.594 177.399994 45.099998 28.799999 57. 
88.796 177.399994 45.099998 28.799999 57. 
89.995 177.399994 45.099998 28.799999 57. 
91.196 177.399994 45.099998 28.799999 57. 
92.395 177.399994 45.099998 28.799999 57. 
93.595 177.399994 45.099998 28.799999 57. 
94.795 177.399994 45.099998 28.799999 57. 
95.994 177.399994 45.099998 28.799999 57. 
97.196 177.399994 45.099998 28.799999 57. 
98.395 177.399994 45.099998 28.799999 57. 
99.595 177.399994 45.099998 28.799999 57. 
100.795 177.399994 45.099998 28.799999 57. 
101.995 177.399994 45.099998 28.799999 57. 
103.196 177.399994 45.099998 28.799999 57. 
104.395 177.399994 45.099998 28.799999 57. 
105.595 177.399994 45.099998 28.799999 57. 
106.795 177.399994 45.099998 28.799999 57. 
107.995 177.399994 45.099998 28.799999 57. 
109.196 177.399994 45.099998 28.799999 57. 
110.395 177.399994 45.099998 28.799999 57. 
111.594 177.399994 45.099998 28.799999 57. 
112.794 177.399994 45.099998 28.799999 57. 
113.995 177.399994 45.099998 28.799999 57. 
115.196 177.399994 45.099998 28.799999 57. 
116.395 177.399994 45.099998 28.799999 57. 
117.595 177.399994 45.099998 28.799999 57. 
118.794 177.399994 45.099998 28.799999 57. 
119.995 177.399994 45.099998 28.799999 57. 
121.196 177.399994 45.099998 28.799999 57. 
122.395 177.399994 45.099998 28.799999 57. 
123.594 177.399994 45.099998 28.799999 57. 
124.795 177.399994 45.099998 28.799999 57. 
125.994 177.399994 45.099998 28.799999 57. 
127.196 177.399994 45.099998 28.799999 57. 
128.395 177.399994 45.099998 28.799999 57. 
129.595 177.399994 45.099998 28.799999 57. 
130.795 177.399994 45.099998 28.799999 57. 
